Year,short_name,long_name,age,nationality,club,overall,potential,eff_overall,player_positions,team_position,contract_valid_until
2018,T. Mings,Tyrone Mings,24,England,Bournemouth,71,78,73,"LB, CB",SUB,2021
2018,L. Mousset,Lys Mousset,21,France,Bournemouth,69,78,71,ST,SUB,2020
2018,E. Hyndman,Emerson Hyndman,21,United States,Bournemouth,67,80,70,CM,SUB,2020
2018,C. Mahoney,Connor Mahoney,20,England,Bournemouth,67,77,69,"RM, LM, CAM",RES,2021
2018,R. Wiggins,Rhoys Wiggins,29,Wales,Bournemouth,67,67,67,LB,RES,2018
2018,B. Smith,Brad Smith,23,Australia,Bournemouth,65,74,67,"LB, LWB",SUB,2020
2018,M. Butcher,Matt Butcher,20,England,Bournemouth,62,76,65,"CM, CDM, CB",RES,2018
2018,A. Ramsdale,Aaron Ramsdale,19,England,Bournemouth,61,80,65,GK,RES,2021
2018,J. Simpson,Jack Simpson,20,England,Bournemouth,60,75,63,CB,RES,2018
2018,C. Jordan,Corey Jordan,18,England,Bournemouth,59,76,63,CB,RES,2018
2018,T. Cordner,Tyler Cordner,18,England,Bournemouth,58,68,60,CB,RES,2018
2018,J. Holmes,Jordan Holmes,20,Australia,Bournemouth,55,71,59,GK,RES,2018
2018,P. O'Flaherty,Patrick O'Flaherty,20,England,Bournemouth,54,68,57,GK,RES,2018
2018,J. Izquierdo,Jose Izquierdo,24,Colombia,Brighton & Hove Albion,78,80,79,LW,SUB,2022
2018,D. Propper,Davy Propper,25,Netherlands,Brighton & Hove Albion,77,80,78,CM,LCM,2021
2018,M. Ryan,Mathew Ryan,25,Australia,Brighton & Hove Albion,77,80,78,GK,GK,2022
2018,T. Krul,Tim Krul,29,Netherlands,Brighton & Hove Albion,77,78,78,GK,SUB,2018
2018,A. Knockaert,Anthony Knockaert,25,France,Brighton & Hove Albion,76,79,77,"RM, LM",RM,2022
2018,P. Gross,Pascal Gross,26,Germany,Brighton & Hove Albion,76,78,77,"CM, CAM, LM",CAM,2021
2018,L. Dunk,Lewis Dunk,25,England,Brighton & Hove Albion,75,80,76,CB,LCB,2022
2018,E. Schelotto,Ezequiel Schelotto,28,Italy,Brighton & Hove Albion,75,75,75,"RB, RM",SUB,2020
2018,S. Duffy,Shane Duffy,25,Republic of Ireland,Brighton & Hove Albion,74,79,75,CB,RCB,2021
2018,D. Stephens,Dale Stephens,28,England,Brighton & Hove Albion,74,74,74,CM,RCM,2021
2018,Bruno Saltor,Bruno Saltor,36,Spain,Brighton & Hove Albion,73,73,73,RB,RB,2018
2018,M. Suttner,Markus Suttner,30,Austria,Brighton & Hove Albion,73,73,73,"LB, LWB",LB,2020
2018,G. Murray,Glenn Murray,33,England,Brighton & Hove Albion,73,73,73,ST,ST,2019
2018,B. Kayal,Beram Kayal,29,Israel,Brighton & Hove Albion,73,73,73,CM,SUB,2019
2018,G. Bong,Gaetan Bong,29,Cameroon,Brighton & Hove Albion,72,72,72,LB,SUB,2018
2018,T. Hemed,Tomer Hemed,30,Israel,Brighton & Hove Albion,72,72,72,ST,SUB,2018
2018,I. Brown,Isaiah Brown,20,England,Brighton & Hove Albion,71,81,73,"CAM, LM",SUB,2021
2018,S. March,Solly March,22,England,Brighton & Hove Albion,71,80,73,"LM, RM, CAM",LM,2020
2018,S. Sidwell,Steve Sidwell,34,England,Brighton & Hove Albion,71,71,71,"CM, CDM",SUB,2018
2018,L. Rosenior,Liam Rosenior,32,England,Brighton & Hove Albion,71,71,71,"LB, RB, RM",RES,2018
2018,U. Hunemeier,Uwe Hunemeier,31,Germany,Brighton & Hove Albion,71,71,71,CB,SUB,2018
2018,C. Goldson,Connor Goldson,24,England,Brighton & Hove Albion,70,77,72,CB,RES,2020
2018,S. Baldock,Sam Baldock,28,England,Brighton & Hove Albion,70,70,70,"ST, CF",SUB,2018
2018,J. Murphy,Jamie Murphy,27,Scotland,Brighton & Hove Albion,70,70,70,"LM, CF",SUB,2019
2018,S. Ahannach,Soufyan Ahannach,21,Netherlands,Brighton & Hove Albion,68,75,70,"LW, CAM",RES,2020
2018,J. Skalak,Jiri Skalak,25,Czech Republic,Brighton & Hove Albion,68,71,69,"LM, RM",RES,2019
2018,N. Maenpaa,Niki Maenpaa,32,Finland,Brighton & Hove Albion,68,68,68,GK,SUB,2018
2018,H. Bjordal,Henrik Bjordal,20,Norway,Brighton & Hove Albion,65,75,67,"RM, LM, ST",RES,2018
2018,J. Tilley,James Tilley,19,England,Brighton & Hove Albion,58,76,62,"CAM, LM",RES,2018
2018,J. Molumby,Jayson Molumby,17,Republic of Ireland,Brighton & Hove Albion,58,75,62,CM,RES,2018
2018,Robert Sanchez,Robert Sanchez,19,Spain,Brighton & Hove Albion,55,73,59,GK,RES,2018
2018,A. Connolly,Aaron Connolly,17,Republic of Ireland,Brighton & Hove Albion,55,72,59,ST,RES,2019
2018,T. Heaton,Tom Heaton,31,England,Burnley,81,81,81,GK,GK,2020
2018,J. Cork,Jack Cork,28,England,Burnley,78,79,79,"CDM, CM",RCM,2021
2018,B. Mee,Ben Mee,27,England,Burnley,78,79,79,CB,LCB,2019
2018,S. Defour,Steven Defour,29,Belgium,Burnley,78,78,78,"CM, LM",LCM,2019
2018,R. Brady,Robbie Brady,25,Republic of Ireland,Burnley,76,79,77,"LM, LB",LM,2020
2018,S. Vokes,Sam Vokes,27,Wales,Burnley,76,77,77,ST,ST,2019
2018,M. Lowton,Matthew Lowton,28,England,Burnley,76,76,76,RB,RB,2020
2018,J. Hendrick,Jeff Hendrick,25,Republic of Ireland,Burnley,75,80,76,"CM, CAM",CAM,2019
2018,C. Wood,Chris Wood,25,New Zealand,Burnley,75,78,76,ST,SUB,2021
2018,J. Walters,Jonathan Walters,33,Republic of Ireland,Burnley,75,75,75,"ST, RM",SUB,2019
2018,S. Ward,Stephen Ward,31,Republic of Ireland,Burnley,75,75,75,LB,LB,2019
2018,A. Barnes,Ashley Barnes,27,Austria,Burnley,74,74,74,"ST, CAM",SUB,2019
2018,C. Taylor,Charlie Taylor,23,England,Burnley,73,80,75,LB,SUB,2021
2018,J. Tarkowski,James Tarkowski,24,England,Burnley,73,78,74,"CB, CDM",RCB,2019
2018,A. Westwood,Ashley Westwood,27,England,Burnley,73,74,74,"CM, CDM",SUB,2020
2018,J. Gudmundsson,Johann Gudmundsson,26,Iceland,Burnley,73,74,74,"RM, CAM",RM,2019
2018,S. Arfield,Scott Arfield,28,Canada,Burnley,73,73,73,"LM, CM",SUB,2018
2018,N. Wells,Nahki Wells,27,Bermuda,Burnley,72,73,73,ST,SUB,2020
2018,D. Marney,Dean Marney,33,England,Burnley,72,72,72,CM,SUB,2018
2018,P. Bardsley,Phil Bardsley,32,Scotland,Burnley,72,72,72,"RB, LB",SUB,2019
2018,K. Long,Kevin Long,26,Republic of Ireland,Burnley,70,73,71,CB,SUB,2020
2018,N. Pope,Nick Pope,25,England,Burnley,68,74,70,GK,SUB,2018
2018,F. Ulvestad,Fredrik Ulvestad,25,Norway,Burnley,66,69,67,"CM, RM",SUB,2018
2018,A. Legzdins,Adam Legzdins,30,England,Burnley,65,65,65,GK,RES,2020
2018,H. Limb,Harry Limb,17,England,Burnley,57,72,60,ST,RES,2019
2018,T. Chakwana,Tinashe Chakwana,18,England,Burnley,57,70,60,RM,RES,2018
2018,H. Flowers,Harry Flowers,21,England,Burnley,57,66,59,CB,RES,2018
2018,A. Birch,Arlen Birch,20,England,Burnley,56,63,58,RB,RES,2018
2018,M. Howarth,Mark Howarth,18,England,Burnley,54,66,57,CM,RES,2018
2018,R. Nabi,Rahis Nabi,18,England,Burnley,54,64,56,CM,RES,2018
2018,O. Bayode,Olatunde Bayode,18,England,Burnley,54,64,56,"RB, RM",RES,2018
2018,K. Metz,Khius Metz,19,Republic of Ireland,Burnley,54,63,56,ST,RES,2018
2018,J. Thomas,Jamie Thomas,20,Wales,Burnley,53,60,55,ST,RES,2018
2018,E. Hazard,Eden Hazard,26,Belgium,Chelsea,90,91,91,LW,LW,2020
2018,T. Courtois,Thibaut Courtois,25,Belgium,Chelsea,89,92,90,GK,GK,2019
2018,N. Kante,N'Golo Kante,26,France,Chelsea,87,90,88,"CDM, CM",RCM,2021
2018,Cesc Fabregas,Cesc Fabregas,30,Spain,Chelsea,86,86,86,"CM, CDM, CAM",SUB,2019
2018,Diego Costa,Diego Costa,28,Spain,Chelsea,86,86,86,ST,SUB,2019
2018,David Luiz,David Luiz,30,Brazil,Chelsea,86,86,86,CB,CB,2019
2018,Azpilicueta,Cesar Azpilicueta,27,Spain,Chelsea,85,87,86,"CB, RB, LB",RCB,2020
2018,Morata,Alvaro Morata,24,Spain,Chelsea,84,88,85,ST,ST,2022
2018,G. Cahill,Gary Cahill,31,England,Chelsea,84,84,84,CB,LCB,2019
2018,Willian,Willian Borges,28,Brazil,Chelsea,84,84,84,"RW, RM, CAM",SUB,2020
2018,Pedro,Pedro Rodriguez,29,Spain,Chelsea,84,84,84,"RW, LW",RW,2019
2018,T. Bakayoko,Tiemoue Bakayoko,22,France,Chelsea,82,88,84,"CDM, CM",LCM,2022
2018,A. Rudiger,Antonio Rudiger,24,Germany,Chelsea,82,86,83,"CB, RB",SUB,2022
2018,A. Christensen,Andreas Christensen,21,Denmark,Chelsea,81,89,83,"CB, CDM",SUB,2020
2018,Marcos Alonso,Marcos Alonso,26,Spain,Chelsea,81,83,82,"LWB, LM, LB",LWB,2021
2018,M. Batshuayi,Michy Batshuayi,23,Belgium,Chelsea,80,85,81,ST,SUB,2021
2018,D. Zappacosta,Davide Zappacosta,25,Italy,Chelsea,79,82,80,"RB, RWB, RM",SUB,2021
2018,V. Moses,Victor Moses,26,Nigeria,Chelsea,79,81,80,"RWB, RM, LM",RWB,2021
2018,D. Drinkwater,Danny Drinkwater,27,England,Chelsea,79,80,80,CM,SUB,2022
2018,W. Caballero,Willy Caballero,35,Argentina,Chelsea,79,79,79,GK,SUB,2018
2018,A. Baba,Abdul Rahman Baba,22,Ghana,Chelsea,77,84,79,"LB, LM",RES,2020
2018,C. Musonda,Charly Musonda,20,Belgium,Chelsea,76,84,78,"RM, LM",SUB,2019
2018,Eduardo,Eduardo,34,Portugal,Chelsea,75,75,75,GK,SUB,2018
2018,Kenedy,Kenedy,21,Brazil,Chelsea,72,82,74,"LM, LB",SUB,2020
2018,Wallace,Wallace,23,Brazil,Chelsea,69,78,71,RB,RES,2018
2018,K. Hazard,Kylian Hazard,21,Belgium,Chelsea,64,75,67,CAM,RES,2022
2018,D. Sterling,Dujon Sterling,17,England,Chelsea,62,82,66,"RB, RM",RES,2019
2018,J. Clarke-Salter,Jake Clarke-Salter,19,England,Chelsea,61,79,65,CB,RES,2019
2018,R. James,Reece James,17,England,Chelsea,59,76,63,CM,RES,2019
2018,T. Chalobah,Trevoh Chalobah,17,England,Chelsea,58,77,62,"CB, RB",RES,2019
2018,K. Scott,Kyle Scott,19,United States,Chelsea,58,75,62,CM,RES,2019
2018,J. Maddox,Jacob Maddox,18,England,Chelsea,58,75,62,"RM, CAM",RES,2021
2018,W. Zaha,Wilfried Zaha,24,Ivory Coast,Crystal Palace,81,84,82,"RM, LM",LM,2022
2018,C. Benteke,Christian Benteke,26,Belgium,Crystal Palace,81,83,82,ST,ST,2020
2018,M. Sakho,Mamadou Sakho,27,France,Crystal Palace,81,82,82,CB,SUB,2021
2018,Y. Cabaye,Yohan Cabaye,31,France,Crystal Palace,79,79,79,"CM, CDM",SUB,2018
2018,A. Townsend,Andros Townsend,25,England,Crystal Palace,78,79,79,"LM, RM",SUB,2021
2018,S. Dann,Scott Dann,30,England,Crystal Palace,78,78,78,CB,CB,2020
2018,L. Milivojevic,Luka Milivojevic,26,Serbia,Crystal Palace,77,81,78,"CDM, CM",RCM,2020
2018,J. Tomkins,James Tomkins,28,England,Crystal Palace,76,77,77,"CB, RB",SUB,2021
2018,P. van Aanholt,Patrick van Aanholt,26,Netherlands,Crystal Palace,75,76,76,LB,LWB,2021
2018,J. Ward,Joel Ward,27,England,Crystal Palace,75,76,76,"RB, LB",RWB,2018
2018,J. McArthur,James McArthur,29,Scotland,Crystal Palace,75,75,75,"CM, CDM, CAM",SUB,2018
2018,T. Fosu-Mensah,Timothy Fosu-Mensah,19,Netherlands,Crystal Palace,74,86,77,"RB, CB, CDM",RCB,2018
2018,J. Riedewald,Jairo Riedewald,20,Netherlands,Crystal Palace,74,82,76,"CB, CDM, LB",LCB,2022
2018,J. Puncheon,Jason Puncheon,31,England,Crystal Palace,74,74,74,"CM, CAM, LM",LCM,2018
2018,D. Delaney,Damien Delaney,35,Republic of Ireland,Crystal Palace,74,74,74,CB,SUB,2018
2018,W. Hennessey,Wayne Hennessey,30,Wales,Crystal Palace,74,74,74,GK,GK,2018
2018,M. Kelly,Martin Kelly,27,England,Crystal Palace,73,74,74,"RB, LB, CB",SUB,2019
2018,P. Souare,Pape Souare,27,Senegal,Crystal Palace,73,74,74,LB,RES,2021
2018,C. Wickham,Connor Wickham,24,England,Crystal Palace,72,76,73,ST,RES,2020
2018,Lee Chung Yong,Lee Chung Yong,28,Korea Republic,Crystal Palace,72,72,72,"CAM, LM",RES,2018
2018,B. Sako,Bakary Sako,29,Mali,Crystal Palace,72,72,72,LM,RES,2018
2018,J. Schlupp,Jeffrey Schlupp,24,Ghana,Crystal Palace,71,76,72,"LB, LM, LWB",SUB,2021
2018,J. Speroni,Julian Speroni,38,Argentina,Crystal Palace,71,71,71,GK,SUB,2018
2018,J. Mutch,Jordon Mutch,25,England,Crystal Palace,70,72,71,"CM, CAM",SUB,2019
2018,R. Loftus-Cheek,Ruben Loftus-Cheek,21,England,Crystal Palace,69,83,72,"CAM, CM",RM,2021
2018,S. Kaikai,Sullay Kaikai,21,England,Crystal Palace,68,77,70,"LM, RM",SUB,2019
2018,F. Ladapo,Freddie Ladapo,24,Nigeria,Crystal Palace,62,66,63,ST,SUB,2018
2018,L. Dreher,Luke Dreher,18,England,Crystal Palace,59,78,63,CM,RES,2020
2018,N. Kirby,Nya Kirby,17,England,Crystal Palace,57,74,61,CAM,RES,2020
2018,A. Wan-Bissaka,Aaron Wan-Bissaka,19,DR Congo,Crystal Palace,55,71,59,"RM, LM",RES,2018
2018,M. Phillips,Michael Phillips,19,England,Crystal Palace,55,71,59,"CB, CDM",RES,2018
2018,J. Lokilo,Jason Lokilo,18,DR Congo,Crystal Palace,54,72,58,RM,RES,2018
2018,N. Husin,Noor Husin,20,Afghanistan,Crystal Palace,50,65,53,CDM,RES,2022
2018,M. Schneiderlin,Morgan Schneiderlin,27,France,Everton,83,85,84,"CDM, CM",SUB,2021
2018,I. Gueye,Idrissa Gueye,27,Senegal,Everton,83,84,84,"CDM, CM",RCM,2020
2018,D. Klaassen,Davy Klaassen,24,Netherlands,Everton,82,85,83,"CM, CAM",LCM,2022
2018,L. Baines,Leighton Baines,32,England,Everton,82,82,82,LB,LWB,2019
2018,A. Williams,Ashley Williams,32,Wales,Everton,82,82,82,CB,CB,2019
2018,G. Sigurdsson,Gylfi Sigurdsson,27,Iceland,Everton,82,82,82,"CAM, LM",CAM,2022
2018,M. Keane,Michael Keane,24,England,Everton,81,87,83,CB,RCB,2022
2018,R. Barkley,Ross Barkley,23,England,Everton,81,86,82,"CAM, RM, CM, RW",SUB,2018
2018,W. Rooney,Wayne Rooney,31,England,Everton,81,81,81,"CAM, ST",RS,2019
2018,K. Mirallas,Kevin Mirallas,29,Belgium,Everton,81,81,81,"LM, LW",SUB,2021
2018,S. Coleman,Seamus Coleman,28,Republic of Ireland,Everton,81,81,81,RB,SUB,2022
2018,J. McCarthy,James McCarthy,26,Republic of Ireland,Everton,80,83,81,"CDM, CM",SUB,2020
2018,P. Jagielka,Phil Jagielka,34,England,Everton,80,80,80,CB,LCB,2019
2018,Y. Bolasie,Yannick Bolasie,28,DR Congo,Everton,78,78,78,"RM, ST, LM",RES,2021
2018,J. Pickford,Jordan Pickford,23,England,Everton,77,85,79,GK,GK,2022
2018,Sandro,Sandro Ramirez,21,Spain,Everton,77,85,79,ST,LS,2021
2018,R. Funes Mori,Ramiro Funes Mori,26,Argentina,Everton,77,81,78,CB,SUB,2020
2018,A. Lennon,Aaron Lennon,30,England,Everton,77,77,77,RM,RES,2018
2018,M. Besic,Muhamed Besic,24,Bosnia Herzegovina,Everton,76,82,78,"CDM, CM",SUB,2021
2018,M. Stekelenburg,Maarten Stekelenburg,34,Netherlands,Everton,75,75,75,GK,SUB,2019
2018,O. Niasse,Oumar Niasse,27,Senegal,Everton,75,75,75,ST,RES,2020
2018,Joel Robles,Joel Robles,27,Spain,Everton,74,78,75,GK,RES,2018
2018,T. Davies,Tom Davies,19,England,Everton,73,85,76,"CM, CAM",SUB,2022
2018,C. Martina,Cuco Martina,27,Curacao,Everton,71,71,71,"RB, CB",RWB,2020
2018,L. Garbutt,Luke Garbutt,24,England,Everton,70,77,72,"LB, LWB, LM",RES,2020
2018,S. Tarashaj,Shani Tarashaj,22,Switzerland,Everton,69,79,71,CAM,RES,2020
2018,M. Holgate,Mason Holgate,20,England,Everton,67,82,70,"RB, RWB, CB",SUB,2021
2018,N. Vlašić,Nikola Vlasic,19,Croatia,Everton,67,82,70,"RW, CAM",RES,2022
2018,D. Calvert-Lewin,Dominic Calvert-Lewin,20,England,Everton,65,79,68,"ST, LM",SUB,2022
2018,A. Lookman,Ademola Lookman,19,England,Everton,64,82,68,"LM, ST",SUB,2021
2018,A. Evans,Antony Evans,18,England,Everton,60,76,64,"CAM, CM, ST",RES,2018
2018,M. Foulds,Matty Foulds,19,England,Everton,58,76,62,"CB, LB",RES,2022
2018,J. Kenny,Jonjoe Kenny,20,England,Everton,57,72,60,"RB, CB, RWB",RES,2019
2018,A. Mooy,Aaron Mooy,26,Australia,Huddersfield Town,77,80,78,"CM, CDM, CAM",LDM,2020
2018,S. Mounie,Steve Mounie,22,Benin,Huddersfield Town,76,83,78,ST,ST,2021
2018,M. Jorgensen,Mathias Jorgensen,27,Denmark,Huddersfield Town,75,78,76,CB,RCB,2020
2018,J. Lossl,Jonas Lossl,28,Denmark,Huddersfield Town,75,76,76,GK,GK,2018
2018,T. Ince,Tom Ince,25,England,Huddersfield Town,74,77,75,"RW, LW, CAM",LM,2020
2018,J. Hogg,Jonathan Hogg,28,England,Huddersfield Town,74,74,74,"CDM, CM",SUB,2020
2018,L. Depoitre,Laurent Depoitre,28,Belgium,Huddersfield Town,74,74,74,ST,SUB,2019
2018,C. Schindler,Christopher Schindler,27,Germany,Huddersfield Town,73,76,74,CB,LCB,2020
2018,R. Green,Robert Green,37,England,Huddersfield Town,73,73,73,GK,RES,2018
2018,C. Lowe,Chris Lowe,28,Germany,Huddersfield Town,73,73,73,LB,LB,2019
2018,F. Hadergjonaj,Florent Hadergjonaj,22,Switzerland,Huddersfield Town,72,79,74,"RB, RM, RWB",SUB,2018
2018,T. Smith,Tommy Smith,25,England,Huddersfield Town,72,76,73,RB,RB,2020
2018,E. Kachunga,Elias Kachunga,25,DR Congo,Huddersfield Town,72,75,73,"RM, ST",RM,2020
2018,K. Palmer,Kasey Palmer,20,England,Huddersfield Town,71,81,73,CAM,CAM,2018
2018,S. Malone,Scott Malone,26,England,Huddersfield Town,71,73,72,LB,SUB,2020
2018,D. Williams,Daniel Williams,28,United States,Huddersfield Town,71,71,71,CM,SUB,2019
2018,M. Hefele,Michael Hefele,26,Germany,Huddersfield Town,70,72,71,CB,SUB,2019
2018,R. van La Parra,Rajiv van La Parra,26,Netherlands,Huddersfield Town,69,70,70,"LM, RM",SUB,2020
2018,C. Quaner,Collin Quaner,26,Germany,Huddersfield Town,68,70,69,"ST, RW, RM",SUB,2020
2018,M. Cranie,Martin Cranie,30,England,Huddersfield Town,68,68,68,"RB, CB",SUB,2018
2018,P. Billing,Philip Billing,21,Denmark,Huddersfield Town,67,81,70,"CDM, CM",RDM,2020
2018,D. Whitehead,Dean Whitehead,35,England,Huddersfield Town,66,66,66,"CDM, CM",SUB,2018
2018,J. Lolley,Joe Lolley,24,England,Huddersfield Town,65,68,66,"RM, LM",SUB,2019
2018,A. Sabiri,Abdelhamid Sabiri,20,Morocco,Huddersfield Town,64,77,67,LM,RES,2020
2018,J. Gorenc Stankovic,Jon Gorenc Stankovic,21,Slovenia,Huddersfield Town,62,76,65,CB,RES,2020
2018,J. Coleman,Joel Coleman,21,England,Huddersfield Town,60,73,63,GK,SUB,2019
2018,D. Cogill,Dylan Cogill,19,England,Huddersfield Town,57,69,60,"CB, LB",RES,2018
2018,T. Ryan,Tadhg Ryan,20,Republic of Ireland,Huddersfield Town,54,69,57,GK,RES,2018
2018,R. Schofield,Ryan Schofield,17,England,Huddersfield Town,53,76,58,GK,RES,2019
2018,R. Edmonds-Green,Rarmani Edmonds-Green,18,England,Huddersfield Town,53,72,57,CB,RES,2018
2018,D. Kane,Danny Kane,20,Republic of Ireland,Huddersfield Town,53,70,57,CB,RES,2018
2018,R. Booty,Regan Booty,19,England,Huddersfield Town,53,63,55,"CDM, LM",RES,2019
2018,J. Boyle,Jack Boyle,19,England,Huddersfield Town,52,67,55,"CAM, RM, LM",RES,2018
2018,K. Schmeichel,Kasper Schmeichel,30,Denmark,Leicester City,83,84,84,GK,GK,2021
2018,R. Mahrez,Riyad Mahrez,26,Algeria,Leicester City,83,84,84,RM,RM,2020
2018,Iborra,Vicente Iborra,29,Spain,Leicester City,82,82,82,"CDM, CM, CAM",SUB,2021
2018,I. Slimani,Islam Slimani,29,Algeria,Leicester City,82,82,82,ST,SUB,2021
2018,J. Vardy,Jamie Vardy,30,England,Leicester City,81,81,81,ST,LS,2020
2018,R. Huth,Robert Huth,32,Germany,Leicester City,78,78,78,CB,SUB,2018
2018,W. Ndidi,Wilfred Ndidi,20,Nigeria,Leicester City,77,86,79,"CDM, CM",LCM,2022
2018,H. Maguire,Harry Maguire,24,England,Leicester City,77,83,79,CB,LCB,2022
2018,A. Dragovic,Aleksandar Dragovic,26,Austria,Leicester City,77,80,78,CB,SUB,2018
2018,W. Morgan,Wes Morgan,33,Jamaica,Leicester City,77,77,77,CB,RCB,2019
2018,M. Albrighton,Marc Albrighton,27,England,Leicester City,77,77,77,LM,LM,2020
2018,S. Okazaki,Shinji Okazaki,31,Japan,Leicester City,77,77,77,"CF, ST",RS,2019
2018,A. Musa,Ahmed Musa,24,Nigeria,Leicester City,76,81,77,"ST, LM",SUB,2020
2018,C. Fuchs,Christian Fuchs,31,Austria,Leicester City,76,76,76,LB,LB,2019
2018,K. Iheanacho,Kelechi Iheanacho,20,Nigeria,Leicester City,75,86,78,ST,SUB,2022
2018,D. Amartey,Daniel Amartey,22,Ghana,Leicester City,75,82,77,"CDM, CM",RES,2019
2018,D. Simpson,Danny Simpson,30,England,Leicester City,75,75,75,RB,RB,2019
2018,Y. Benalouane,Yohan Benalouane,30,Tunisia,Leicester City,75,75,75,"CB, RB",SUB,2019
2018,L. Ulloa,Leonardo Ulloa,30,Argentina,Leicester City,74,74,74,ST,SUB,2019
2018,D. Gray,Demarai Gray,21,England,Leicester City,73,83,75,LM,SUB,2020
2018,M. James,Matty James,25,England,Leicester City,72,75,73,CM,RCM,2021
2018,E. Jakupovic,Eldin Jakupovic,32,Switzerland,Leicester City,72,72,72,GK,SUB,2020
2018,A. King,Andy King,28,Wales,Leicester City,72,72,72,CM,SUB,2020
2018,B. Chilwell,Ben Chilwell,20,England,Leicester City,70,82,73,LB,SUB,2021
2018,B. Hamer,Ben Hamer,29,England,Leicester City,68,69,69,GK,RES,2018
2018,H. Choudhury,Hamza Choudhury,19,England,Leicester City,65,76,68,"CDM, CM",RES,2020
2018,G. Thomas,George Thomas,20,Wales,Leicester City,63,77,66,"RM, ST",RES,2020
2018,D. Iversen,Daniel Iversen,19,Denmark,Leicester City,62,76,65,GK,RES,2019
2018,D. Johnson,Darnell Johnson,18,England,Leicester City,59,76,63,"CB, RB",RES,2018
2018,L. Ndukwu,Layton Ndukwu,18,England,Leicester City,58,75,62,RM,RES,2018
2018,A. Muskwe,Admiral Muskwe,18,England,Leicester City,58,73,61,ST,RES,2019
2018,J. Debayo,Joshua Debayo,20,Nigeria,Leicester City,58,66,60,LB,RES,2018
2018,F. Bolkiah,Faiq Bolkiah,19,Brunei Darussalam,Leicester City,55,69,58,"RM, LM",RES,2019
2018,Coutinho,Philippe Coutinho,25,Brazil,Liverpool,86,89,87,"LW, CAM",LCM,2022
2018,S. Mane,Sadio Mane,25,Senegal,Liverpool,84,87,85,"RW, LW",LW,2020
2018,Roberto Firmino,Roberto Firmino,25,Brazil,Liverpool,83,87,84,"ST, CF, CAM",ST,2020
2018,M. Salah,Mohamed Salah,25,Egypt,Liverpool,83,86,84,RW,RW,2022
2018,J. Matip,Joel Matip,25,Cameroon,Liverpool,83,85,84,CB,RCB,2020
2018,A. Lallana,Adam Lallana,29,England,Liverpool,83,83,83,CM,SUB,2021
2018,G. Wijnaldum,Georginio Wijnaldum,26,Netherlands,Liverpool,82,85,83,"CM, CAM",RCM,2021
2018,J. Henderson,Jordan Henderson,27,England,Liverpool,82,84,83,"CDM, CM",CDM,2020
2018,N. Clyne,Nathaniel Clyne,26,England,Liverpool,82,84,83,RB,RB,2020
2018,D. Sturridge,Daniel Sturridge,27,England,Liverpool,82,82,82,ST,SUB,2019
2018,D. Lovren,Dejan Lovren,27,Croatia,Liverpool,81,83,82,CB,LCB,2021
2018,S. Mignolet,Simon Mignolet,29,Belgium,Liverpool,81,81,81,GK,GK,2021
2018,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,23,England,Liverpool,80,85,81,"RM, LM, RWB",SUB,2022
2018,E. Can,Emre Can,23,Germany,Liverpool,80,85,81,"CM, CDM",SUB,2019
2018,L. Karius,Loris Karius,24,Germany,Liverpool,80,84,81,GK,SUB,2021
2018,J. Milner,James Milner,31,England,Liverpool,80,80,80,"LB, CM",SUB,2020
2018,R. Klavan,Ragnar Klavan,31,Estonia,Liverpool,78,78,78,CB,SUB,2019
2018,D. Ings,Danny Ings,24,England,Liverpool,76,80,77,ST,SUB,2020
2018,L. Markovic,Lazar Markovic,23,Serbia,Liverpool,76,80,77,"RM, CF",RES,2019
2018,Alberto Moreno,Alberto Moreno,24,Spain,Liverpool,76,79,77,LB,LB,2019
2018,A. Robertson,Andrew Robertson,23,Scotland,Liverpool,75,82,77,"LB, LWB",SUB,2022
2018,M. Grujic,Marko Grujic,21,Serbia,Liverpool,71,85,74,"CM, CDM, CAM",RES,2020
2018,D. Solanke,Dominic Solanke,19,England,Liverpool,70,84,73,ST,SUB,2022
2018,J. Gomez,Joe Gomez,20,England,Liverpool,70,82,73,"CB, RB, LB",SUB,2022
2018,D. Ward,Danny Ward,24,Wales,Liverpool,70,78,72,GK,RES,2021
2018,J. Flanagan,Jon Flanagan,24,England,Liverpool,70,76,72,"RB, LB",RES,2019
2018,A. Bogdan,Adam Bogdan,29,Hungary,Liverpool,70,70,70,GK,RES,2019
2018,T. Alexander-Arnold,Trent Alexander-Arnold,18,England,Liverpool,69,85,73,"RB, RM, CM",SUB,2021
2018,C. Brannagan,Cameron Brannagan,21,England,Liverpool,69,79,71,"CM, CAM",RES,2018
2018,O. Ejaria,Ovie Ejaria,19,England,Liverpool,66,81,69,"CAM, CM",RES,2018
2018,B. Woodburn,Ben Woodburn,17,Wales,Liverpool,64,85,69,"LW, ST, CAM",RES,2019
2018,L. Jones,Lloyd Jones,21,England,Liverpool,62,70,64,CB,RES,2019
2018,H. Wilson,Harry Wilson,20,Wales,Liverpool,61,79,65,"RW, LW",RES,2019
2018,K. De Bruyne,Kevin De Bruyne,26,Belgium,Manchester City,89,92,90,"CAM, CM, RM",RCM,2021
2018,S. Aguero,Sergio Aguero,29,Argentina,Manchester City,89,89,89,ST,RS,2020
